Venba,Pathavurai
"ஆற்றுந் துணையு மறிவினை யுள்ளடக்கி
யூக்க முரையா ருணர்வுடையார் ஊக்க
முறுப்பினா லாராயு மொண்மை யுடையார்
குறிப்பின்கீழ்ப் பட்ட துலகு",ஆற்றுஉம் துணையும் அறிவினை உள் அடக்கி ஊக்கம் உரையார் உணர்வு உடையார் ஊக்கம் உறுப்பினால் ஆராயும் ஒண்மை உடையார் குறிப்பின் கீழ் பட்டது உலகு
"சிதலை தினப்பட்ட வால மரத்தை
மதலையாய் மற்றதன் வீழூன்றி யாங்குக்
தலைமை தந்தைகட் டோன்றிற்றான் பெற்ற
புதல்வன் மறைப்பக் கெடும்",சிதலை தினப்பட்ட ஆல மரத்தை மதலையாய் மற்று அதன் வீழ் ஊன்றியாங்கு தலைமை தந்தைகண் தோன்றின் தான் பெற்ற புதல்வன் மறைப்ப கெடும்
"ஈனமா யில்லிருந் தின்றி விளியினு
மானந் தலைவருவ செய்பவோ யானை
வரிமுகம் புண்படுக்கும் வள்ளுகிர் நோன்றா
ளரிமா மதுகை யவர்",ஈனம் ஆய் இல் இருந்து விளியினும் மானம் தலைவருவ செய்பவோ யானை வரிமுகம் புண்படுக்கும் வள் உகிர் நோன் தாள் அரிமா மதுகையவர்
"தீங்கரும் பீன்ற திரள்கா லுளையலரி
தேங்கமழ் நாற்ற மிழந்தாஅங் கோங்கு
முயர்குடி யுட்பிறப்பி னென்னாம் பெயர்பொறிக்கும்
பேராண்மை யில்லாக் கடை",தீம் கரும்பு னீன்ற திரள் கால் உளை அலரி தேன் கமழ் நாற்றம் இழந்து ஆஅங்கு ஓங்கும் உயர் குடியுள் பிறப்பின் என் ஆம் பெயர் பொறிக்கும் பேர் ஆண்மை இல்லா கடை
"பெருமுத் தரையர் பெரிதுவந் தீயுங்
கருனைச்சோ றார்வர் கயவர் கருனையைப்
பேரு மறியார் நனிவிரும்பு தாளாண்மை
நீரு மமிழ்தாய் விடும்",பெரும் முத்தரையர் பெரிது உவந்து ஈயும் கருனை சோறு ஆர்வர் கயவர் கருனையை பேரும் அறியார் நனி விரும்பு தாளாண்மை நீரும் அமிழ்தாய் விடும்
"குன்ற மெறிந்தாய் குரைகடலிற் சூர்தடிந்தாய்
புன்றலைய பூதப் படையாய் என்றும்
இளையா யழகியா யேறூர்ந்தா னேறே
உளையா யென்னுள்ளத் துறை",குன்றம் எறிந்தாய் குரைகடலில் சூர் தடிந்தாய் புன் தலைய பூதப் பொரு படையாய் என்றும் இளையாய் அழகியாய் ஏறு ஊர்ந்தான் ஏறே உளையாய் என் உள்ளத்து உறை
"குன்ற மெறிந்ததுவுங் குன்றப்போர் செய்ததுவும்
அன்றங் கமரரிடர் தீர்த்ததுவும் இன்றென்னைக்
கைவிடா நிம்றதுவுங் கற்பொதும்பிற் காத்ததுவும்
மெய்விடா வீரன்கை வேல்",குன்றம் எறிந்ததுவும் குன்றப் போர் செய்ததுவும் அன்று அங்கு அமரர் இடர் தீர்த்ததுவும் இன்று என்னைக் கைவிடா நின்றதுவும் கற்பொதும்பில் காத்ததுவும் மெய் விடா வீரன் கை வேல்
"வீரவேல் தாரைவேல் விண்ணோர் சிறைமீட்ட
தீரவேல் செவ்வேள் திருக்கைவேல் வாரி
குளித்தவேல் கொற்றவேல் சூர்மார்புங் குன்றும்
துளைத்தவேல் உண்டே துணை",வீர வேல் தாரை வேல் விண்ணோர் சிறை மீட்ட தீர வேல் செவ்வேள் திருக் கை வேல் வாரி குளித்த வேல் கொற்ற வேல் சூர் மார்பும் குன்றும் துளைத்த வேல் உண்டே துணை
"இன்ன மொருகா லெனதிடும்பைக் குன்றுக்கும்
கொன்னவில்வேற் சூர்தடிந்த கொற்றவா முன்னம்
பனிவேய் நெடுங்குன்றம் பட்டுருவத் தொட்ட
தனிவேலை வாங்கத் தகும்",இன்னம் ஒரு கால் எனது இடும்பைக் குன்றுக்கும் கொல் நவில் வேல் சூர் தடிந்த கொற்றவா முன்னம் பனி வேய் நெடுங் குன்றம் பட்டு உருவத் தொட்ட தனி வேலை வாங்கத் தகும்
"உன்னை யொழிய வொருவரையு நம்புகிலேன்
பின்னை யொருவரையான் பின்செல்லேன் பன்னிருகைக்
கோலப்பா வானோர் கொடியவினை தீர்த்தருளும்
வேலப்பா செந்திவாழ் வே",உன்னை ஒழிய ஒருவரையும் நம்புகிலேன் பின்னை ஒருவரை யான் பின்செல்லேன் பன்னிரு கைக் கோலப்பா வானோர் கொடிய வினை தீர்த்தருளும் வேலப்பா செந்தி வாழ்வே
"அஞ்சு முகந்தோன்றி னாறு முகந்தோன்றும்
வெஞ்சமரி லஞ்சலென வேறோன்றும் நெஞ்சில்
ஒருகா னினைக்கி னிருகாலுந் தோன்றும்
முருகாவென் றோதுவார் முன்",அஞ்சும் முகம் தோன்றின் ஆறுமுகம் தோன்றும் வெஞ் சமரில் அஞ்சல் என வேல் தோன்றும் நெஞ்சில் ஒரு கால் நினைக்கின் இரு காலும் தோன்றும் முருகா என்று ஓதுவார் முன்
"முருகனே செந்தி முதல்வனே மாயோன்
மருகனே யீசன் மகனே ஒருகைமுகன்
தம்பியே நின்னுடைய தண்டைக்கா லெப்பொழுதும்
நம்பியே கைதொழுவே னான்",முருகனே செந்தி முதல்வனே மாயோன் மருகனே ஈசன் மகனே ஒரு கை முகன் தம்பியே நின்னுடைய தண்டைக் கால் எப்பொழுதும் நம்பியே கைதொழுவேன் நான்
"காக்கக் கடவியநீ காவா திருந்தக்கால்
ஆர்க்குப் பரமா மறுமுகவா பூக்கும்
கடம்பா முருகா கதிர்வேலா நல்ல
இடங்கா ணிரங்கா யினி",காக்கக் கடவிய நீ காவாது இருந்தக்கால் ஆர்க்குப் பரம் ஆம் அறுமுகவா பூக்கும் கடம்பா முருகா கதிர் வேலா நல்ல இடம்காண் இரங்காய் இனி
"பரங்குன்றிற் பன்னிருகைக் கோமான்றன் பாதம்
கரங்கூப்பிக் கண்குளிரக் கண்டு சுருங்காமல்
ஆசையா னெஞ்சே யணிமுருகாற் றுப்படையைப்
பூசையாக் கொண்டே புகல்",பரங்குன்றில் பன்னிரு கைக் கோமான்தன் பாதம் கரம் கூப்பி கண் குளிரக் கண்டு சுருங்காமல் ஆசையால் நெஞ்சே அணி முருகு ஆற்றுப்படையைப் பூசையாக் கொண்டே புகல்
"நக்கீரர் தாமுரைத்த நன்முருகாற் றுப்படையைத்
தற்கோல நாடோறுஞ் சாற்றினால் முற்கோல
மாமுருகன் வந்து மனக்கவலை தீர்த்தருளித்
தானினைத்த வெல்லாந் தரும்",நக்கீரர் தாம் உரைத்த நல் முருகு ஆற்றுப்படையை தற்கோல நாள்தோறும் சாற்றினால் முன் கோல மா முருகன் வந்து மனக் கவலை தீர்த்தருளி தான் நினைத்த எல்லாம் தரும்
"ஏரியு மேற்றத் தினானும் பிறர்நாட்டு
வாரி சுரக்கும் வளனெல்லாந் தேரின்
அரிகாலின் கீழுகூஉ மந்நெல்லே சாலுங்
கரிகாலன் காவிரிசூழ் நாடு",ஏரியும் ஏற்றத் தினானும் பிறர் நாட்டு வாரி சுரக்கும் வளன் எல்லாம் தேரின் அரிகாலின் கீழ் கூஉம் அந் நெல்லே சாலும் கரிகாலன் காவிரி சூழ் நாடு
"அரிமா சுமந்த வமளிமே லானைத்
திருமா வளவனெனத் தேறேன் திருமார்பின்
மானமா லென்றே தொழுதேன் றொழுதகைப்
போனவா பெய்த வளை",அரிமா சுமந்த அமளி மேலானைத் திருமாவளவன் எனத் தேறேன் திரு மார்பின் மான மால் என்றே தொழுதேன் தொழுத கைப் போனவா பெய்த வளை
"முச்சக் கரமு மளப்பதற்கு நீட்டியகால்
இச்சக் கரமே யளந்ததாற் செய்ச்செய்
அரிகான்மேற் றேன்றொடுக்கு மாய்புனனீர் நாடன்
கரிகாலன் கானெருப் புற்று",முச் சக்கரமும் அளப்பதற்கு நீட்டிய கால் இச் சக்கரமே அளந்ததால் செய்ச் செய் அரிகால்மேல் தேன் தொடுக்கும் ஆய் புனல் நீர்நாடன் கரிகாலன் கால் நெருப்பு உற்று
"அணியிழையார்க் காரணங் காகிமற் றந்நோய்
தணிமருந்துந் தாமேயா மென்ப மணிமிடைபூ
ணிம்மென் முழவி னெயிற்பட் டினநாடன்
செம்மல் சிலைபொருத தோள்",அணி இழையார்க்கு ஆர் அணங்கு ஆகி மற்று அந் நோய் தணி மருந்தும் தாமே ஆம் என்ப மணி மிடை பூண் இம்மென் முழவின் எயிற்பட்டின நாடன் செம்மல் சிலை பொருத தோள்
"நெடுவரைச் சந்தன நெஞ்சங் குளிர்ப்பப்
படுமடும் பாம்பேர் மருங்கு லிடுகொடி
யோடிய மார்ப னுயர்நல் லியக்கோடன்
சூடிய கண்ணி சுடும்",நெடு வரைச் சந்தனம் நெஞ்சம் குளிர்ப்பப் படும் அடும் பாம்பு ஏர் மருங்குல் இடு கொடி ஓடிய மார்பன் உயர் நல்லியக்கோடன் சூடிய கண்ணி சுடும்
"தூஉத் தீம்புகை தொல்விசும்பு போர்த்ததுகொல்
பாஅஅய்ப் பகைல்செய்வான் பாம்பின்வாய்ப் பட்டான்கொல்
மாஅ மிசையான் னன்ன னறுநுதலார்
மாஅமை யெல்லாம் பசப்பு",தூஉத் தீம் புகை தொல் விசும்பு போர்த்ததுகொல் பாஅய்ப் பகல் செய்வான் பாம்பின்வாய்ப் பட்டான்கொல் மாஅ மிசையான் கோன் நன்னன் நறு நுதலார் மாஅமை எல்லாம் பசப்பு
"பைங்க ணிளம்பகட்டின் மேலானைப் பான்மதிபோல்
திங்க ணெடுங்குடையின் கீழானை அங்கிரந்து
நாம்வேண்ட நன்னெஞ்சே நாடுதிபோய் நானிலத்தோர்
தாம்வேண்டுங் கூடற் றமிழ்",பைங் கண் இளம் பகட்டின் மேலானை பால் மதி போல் திங்கள் நெடுங் குடையின் கீழானை அங்கு இரந்து நாம் வேண்ட நல் நெஞ்சே நாடுதி போய் நானிலத்தோர் தாம் வேண்டும் கூடல் தமிழ்
"சொல்லென்னும் பூம்போது தோற்றிப் பொருளென்னும்
நல்லிருந் தீந்தாது நாறுதலால் மல்லிகையின்
வண்டார் கமழ்தாம மன்றே மலையாத
தண்டாரான் கூடற் றமிழ்",சொல் என்னும் பூம் போது தோற்றி பொருள் என்னும் நல் இருந் தீம் தாது நாறுதலால் மல்லிகையின் வண்டு ஆர் கமழ் தாமம் அன்றேமலையாத தண் தாரான் கூடல் தமிழ்
"நின்குற்ற மில்லை நிரைதொடியும் பண்புடையள்
என்குற்றம் யானு முணர்கலேன் பொன்குற்
றருவி கொழிக்கு மணிமலை நாடன்
தெரியுங்காற் றீய திலன்",நின் குற்றம் இல்லை நிரை தொடியும் பண்பு உடையள் என் குற்றம் யானும் உணர்கலேன் பொன் குற்று அருவி கொழிக்கும் அணி மலை நாடன் தெரியுங்கால் தீயது இலன்
"ஆற்றல்சால் கேள்வி யறம்பொரு ளின்பத்தைப்
போற்றிப் புனைந்த பொருளிற்றே தேற்ற
மறையோர் மணமெட்டி னைந்தா மணத்திற்
குறையாக் குறிஞ்சிக் குணம்",ஆற்றல் சால் கேள்வி அறம் பொருள் இன்பத்தைப் போற்றிப் புனைந்த பொருளிற்றே தேற்ற மறையோர் மணம் எட்டின் ஐந்தாம் மணத்தின் குறையாக் குறிஞ்சிக் குணம்
"முச்சக் கரமு மளப்பதற்கு நீட்டியகால்
இச்சக் கரமே யளந்ததாற் செய்ச்செய்
அரிகான்மேற் றேன்றொடுக்கு மாய்புனனீர் நாடன்
கரிகாலன் கானெருப் புற்று",முச் சக்கரமும் அளப்பதற்கு நீட்டிய கால் இச் சக்கரமே அளந்ததால் செய்ச் செய் அரிகால்மேல் தேன் தொடுக்கும் ஆய் புனல் நீர்நாடன் கரிகாலன் கால் நெருப்பு உற்று
"வண்டடைந்த கண்ணி வளராய்ச்சி வாணெடுங்கண்
சென்றடைந்த நோக்க மினிப்பெறுவ தென்றுகொல்
கன்றெடுத் தோச்சிக் கனிவிளவின் காயுகுத்துக்
குன்றெடுத்து நின்ற நிலை",வண்டு அடைந்த கண்ணி வளர் ஆய்ச்சி வால் நெடுங் கண் சென்று அடைந்த நோக்கம் இனிப் பெறுவது என்றுகொல் கன்று எடுத்து ஓச்சி கனி விளவின் காய் உகுத்து குன்று எடுத்து நின்ற நிலை
"புனையும் பொலம்படைப் பொங்குளைமான் றிண்டேர்
துனையுந் துனைபடைத் துன்னார் முனையுள்
அடன்முகந்த தானை யவர்வாரா முன்னம்
கடன்முகந்து வந்தன்று கார்",புனையும் பொலம் படைப் பொங்கு உளை மான் திண் தேர் துனையும் துனைபடைத் துன்னார் முனையுள் அடல் முகந்த தானை அவர் வாராமுன்னம் கடல் முகந்து வந்தன்று கார்
"வாடை நலிய வடிக்கண்ணா டோணசைஇ
ஓடை மழகளிற்றா னுள்ளான்கொல் கோடல்
முகையோ டலமர முற்றெரிபோற் பொங்கிப்
பகையோடு பாசறையு ளான்",வாடை நலிய வடிக் கண்ணாள் தோள் நசைஇ ஓடை மழ களிற்றான் உள்ளான்கொல் கோடல் முகையோடு அலமர முற்று எரி போல் பொங்கி பகையோடு பாசறை உளான்
"அகர முதல வெழுத்தெல்லா மாதி
பகவன் முதற்றே யுலகு",அகர முதல எழுத்து எல்லாம் ஆதி பகவன் முதற்றே உலகு
"கற்றதனா லாய பயனென்கொல் வாலறிவ
னற்றா டொழா ரெனின்",கற்றதனால் ஆய பயன் என்கொல் வால் அறிவன் நல் தாள் தொழாஅர் எனின்
"மலர்மிசை யேகினான் மாணடி சேர்ந்தார்
நிலமிசை நீடுவாழ் வார்",மலர் மிசை ஏகினான் மாண் அடி சேர்ந்தார் நிலம் மிசை நீடு வாழ்வார்
"வேண்டுதல்வேண் டாமை யிலானடி சேர்ந்தார்க்
கியாண்டு மிடும்பை யில",வேண்டுதல் வேண்டாமை இலான் அடி சேர்ந்தார்க்கு யாண்டும் இடும்பை இல
"இருள்சே ரிருவினையுஞ் சேரா விறைவன்
பொருள்சேர் புகழ்புரிந்தார் மாட்டு",இருள் சேர் இரு வினையும் சேரா இறைவன் பொருள் சேர் புகழ் புரிந்தார் மாட்டு
"பொறிவாயி லைந்தவித்தான் பொய்தீ ரொழுக்க
நெறிநின்றார் நீடுவாழ் வார்",பொறிவாயில் ஐந்து அவித்தான் பொய்தீர் ஒழுக்கம் நெறி நின்றார் நீடு வாழ்வார்
"தனக்குவமை யில்லாதான் றாள்சேர்ந்தார்க் கல்லான்
மனக்கவலை மாற்ற லரிது",தனக்கு உவமை இல்லாதான் தாள் சேர்ந்தார்க்கு அல்லால் மனம் கவலை மாற்றல் அரிது
"அறவாழி யந்தணன் றாள்சேர்ந்தார்க் கல்லாற்
பிறவாழி நீந்த லரிது",அறம் ஆழி அந்தணன் தாள் சேர்ந்தார்க்கு அல்லால் பிற ஆழி நீந்தல் அரிது
"கோளில் பொறியிற் குணமிலவே யெண்குணத்தான்
றாளை வணங்காத் தலை",கோள் இல் பொறியின் குணம் இலவே எண் குணத்தான் தாளை வணங்காத் தலை
"பிறவிப் பெருங்கட னீந்துவர் நீந்தா
ரிறைவ னடிசேரா தார்",பிறவிப் பெரும் கடல் நீந்துவர் நீந்தார் இறைவன் அடி சேராதார்
"வானின் றுலகம் வழங்கி வருதலாற்
றானமிழ்த மென்றுணரற் பாற்று",வான் நின்று உலகம் வழங்கி வருதலால் தான் அமிழ்தம் என்று உணரற் பாற்று
"துப்பார்க்குத் துப்பாய துப்பாக்கித் துப்பார்க்குத்
துப்பாய தூஉம் மழை",துப்பார்க்குத் துப்பு ஆய துப்பு ஆக்கித் துப்பார்க்குத் துப்பு ஆயதூஉம் மழை
"விண்ணின்று பொய்ப்பின் விரிநீர் வியனுலகத்
துண்ணின் றுடற்றும் பசி",விண் இன்று பொய்ப்பின் விரி நீர் வியன் உலகத்து உள் நின்று உடற்றும் பசி
"ஏரி னுழாஅ ருழவர் புயலென்னும்
வாரி வளங்குன்றிக் கால்",ஏரின் உழாஅர் உழவர் புயல் என்னும் வாரி வளம் குன்றிக்கால்
"கெடுப்பதூஉங் கெட்டார்க்குச் சார்வாய்மற் றாங்கே
யெடுப்பதூஉ மெல்லாம் மழை",கெடுப்பதூஉம் கெட்டார்க்குச் சார்வாய் மற்று ஆங்கே எடுப்பதூஉம் எல்லாம் மழை
"விசும்பிற் றுளிவீழி னல்லான்மற் றாங்கே
பசும்புற் றலைகாண்பு அரிது",விசும்பின் துளி வீழின் அல்லால் மற்று ஆங்கே பசும் புல் தலை காண்பு அரிது
"நெடுங்கடலுந் தன்னீர்மை குன்றுந் தடிந்தெழிலி
தானல்கா தாகி விடின்",நெடுங் கடலும் தன் நீர்மை குன்றும் தடிந்து எழிலி தான் நல்காது ஆகி விடின்
"சிறப்பொடு பூசனை செல்லாது வானம்
வறக்குமேல் வானோர்க்கும் ஈண்டு",சிறப்பொடு பூசனை செல்லாது வானம் வறக்குமேல் வானோர்க்கும் ஈண்டு
"தானந் தவமிரண்டுந் தங்கா வியனுலகம்
வானம் வழங்கா தெனின்",தானம் தவம் இரண்டும் தங்கா வியன் உலகம் வானம் வழங்காது எனின்
"நீரின் றமையா துலகெனின் யார்யார்க்கும்
வானின் றமையா தொழுக்கு",நீர் இன்று அமையாது உலகு எனின் யார் யார்க்கும் வான் இன்று அமையாது ஒழுக்கு
"ஒழுக்கத்து நீத்தார் பெருமை விழுப்பத்து
வேண்டும் பனுவற் துணிவு",ஒழுக்கத்து நீத்தார் பெருமை விழுப்பத்து வேண்டும் பனுவல் துணிவு
"துறந்தார் பெருமை துணைக்கூறின் வையத்
திறந்தாரை யெண்ணிக்கொண் டற்று",துறந்தார் பெருமை துணைக் கூறின் வையத்து இறந்தாரை எண்ணிக் கொண்டற்று
"இருமை வகைதெரிந் தீண்டறம் பூண்டார்
பெருமை பிறங்கிற் றுலகு",இருமை வகை தெரிந்து ஈண்டு அறம் பூண்டார் பெருமை பிறங்கிற்று உலகு
"உரனென்னுந் தோட்டியா னோரைந்துங் காப்பான்
வரனென்னும் வைப்பிற்கோர் வித்து",உரன் என்னும் தோட்டியான் ஓர் ஐந்தும் காப்பான் வரன் என்னும் வைப்பிற்கு ஓர் வித்து
"ஐந்தவித்தா னாற்ற லகல்விசும்பு ளார்கோமா
னிந்திரனே சாலுங் கரி",ஐந்து அவித்தான் ஆற்றல் அகல் விசும்பு உளார் கோமான் இந்திரனே சாலும் கரி
"செயற்கரிய செய்வார் பெரியர் சிறியர்
செயற்கரிய செய்கலா தார்",செயற்கு அரிய செய்வார் பெரியர் சிறியர் செயற்கு அரிய செய்கலாதார்
"சுவையொளி யூறோசை நாற்றமென் றைந்தின்
வகைதெரிவான் கட்டே யுலகு",சுவை ஒளி ஊறு ஓசை நாற்றம் என்று ஐந்தின் வகை தெரிவான் கட்டே உலகு
"நிறைமொழி மாந்தர் பெருமை நிலத்து
மறைமொழி காட்டி விடும்",நிறை மொழி மாந்தர் பெருமை நிலத்து மறை மொழி காட்டி விடும்
"குணமென்னுங் குன்றேறி நின்றார் வெகுளி
கணமேயுங் காத்த லரிது",குணம் என்னும் குன்று ஏறி நின்றார் வெகுளி கணமேயும் காத்தல் அரிது
"அந்தண ரென்போ ரறவோர்மற் றெவ்வுயிர்க்குஞ்
செந்தண்மை பூண்டொழுக லான்",அந்தணர் என்போர் அறவோர் மற்று எவ்வுயிர்க்கும் செந்தண்மை பூண்டு ஒழுகலான்
"சிறப்பீனுஞ் செல்வமு மீனு மறத்தினூஉங்
காக்க மெவனோ வுயிர்க்கு",சிறப்பு ஈனும் செல்வமும் ஈனும் அறத்தின் ஊங்கு ஆக்கம் எவனோ உயிர்க்கு
"அறத்தினூஉங் காக்க முமில்லை யதனை
மறத்திலி னூங்கில்லை கேடு",அறத்தின் ஊஉங்கு ஆக்கமும் இல்லை அதனை மறத்தலின் ஊங்கு இல்லை கேடு
"ஒல்லும் வகையா னறவினை யோவாதே
செல்லும்வா யெல்லாஞ் செயல்",ஒல்லும் வகையான் அறவினை ஓவாதே செல்லும் வாய் எல்லாம் செயல்
"மனத்துக்கண் மாசில னாத லனைத்தற
னாகுல நீர பிற",மனத்துக் கண் மாசு இலன் ஆதல் அனைத்து அறன் ஆகுல நீர பிற
"அழுக்கா றவாவெகுளி யின்னாச்சொன் னான்கு
மிழுக்கா வியன்ற தறம்",அழுக்காறு அவா வெகுளி இன்னாச் சொல் நான்கும் இழுக்கா இயன்றது அறம்
"அன்றறிவா மென்னா தறஞ்செய்க மற்றது
பொன்றுங்காற் பொன்றாத் துணை",அன்று அறிவாம் என்னாது அறம் செய்க மற்று அது பொன்றும் கால் பொன்றாத் துணை
"அறத்தா றிதுவென வேண்டா சிவிகை
பொறுத்தானோ டூர்ந்தா னிடை",அறத்து ஆறு இது என வேண்டா சிவிகை பொறுத்தானோடு ஊர்ந்தான் இடை
"வீழ்நாள் படாஅமை நன்றாற்றி னஃதொருவன்
வாழ்நாள் வழியடைக்குங் கல்",வீழ் நாள் படாஅமை நன்று ஆற்றின் அஃது ஒருவன் வாழ்நாள் வழி அடைக்கும் கல்
"அறத்தான் வருவதே யின்பமற் றெல்லாம்
புறத்த புகழு மில",அறத்தான் வருவதே இன்பம் மற்று எல்லாம் புறத்த புகழும் இல
"செயற்பால தோரு மறனே யொருவற்
குயற்பால தோரும் பழி",செயற்பாலது ஓரும் அறன் ஏ ஒருவற்கு உயற்பாலது ஓரும் பழி
"இல்வாழ்வா னென்பா னியல்புடைய மூவர்க்கு
நல்லாற்றி னின்ற துணை",இல் வாழ்வான் என்பான் இயல்பு உடைய மூவர்க்கும் நல் ஆற்றின் நின்ற துணை
"துறந்தார்க்குந் துவ்வா தவர்க்கு மிறந்தார்க்கு
மில்வாழ்வா னென்பான் றுணை",துறந்தார்க்கும் துவ்வாதவர்க்கும் இறந்தார்க்கும் இல் வாழ்வான் என்பான் துணை
"தென்புலத்தார் தெய்வம் விருந்தொக்க றானென்றாங்
கைம்புலத்தா றோம்ப றலை",தென் புலத்தார் தெய்வம் விருந்து ஒக்கல் தான் என்று ஆங்கு ஐம் புலத்து ஆறு ஓம்பல் தலை
"பழியஞ்சிப் பாத்தூ ணுடைத்தாயின் வாழ்க்கை
வழியெஞ்ச லெஞ்ஞான்று மில்",பழி அஞ்சிப் பாத்து ஊண் உடைத்து ஆயின் வாழ்க்கை வழி எஞ்சல் எஞ்ஞான்றும் இல்
"அன்பு மறனு முடைத்தாயி னில்வாழ்க்கை
பண்பும் பயனு மது",அன்பும் அறனும் உடைத்து ஆயின் இல் வாழ்க்கை பண்பும் பயனும் அது
"அறத்தாற்றி னில்வாழ்க்கை யாற்றிற் புறத்தாற்றிற்
போஒய்ப் பெறுவ தெவன்",அறத்து ஆற்றின் இல் வாழ்க்கை ஆற்றின் புறத்து ஆற்றில் போஓய்ப் பெறுவது எவன்
"இயல்பினா னில்வாழ்க்கை வாழ்பவ னென்பான்
முயல்வா ருளெல்லாந் தலை",இயல்பினான் இல் வாழ்க்கை வாழ்பவன் என்பான் முயல்வாருள் எல்லாம் தலை
"ஆற்றி னொழுக்கி யறனிழுக்கா வில்வாழ்க்கை
நோற்பாரி னோன்மை யுடைத்து",ஆற்றின் ஒழுக்கி அறன் இழுக்கா இல் வாழ்க்கை நோற்பாரின் நோன்மை உடைத்து
"அறனெனப் பட்டதே யில்வாழ்க்கை யஃதும்
பிறன்பழிப்ப தில்லாயி னன்று",அறன் எனப்பட்டதே இல் வாழ்க்கை அஃதும் பிறன் பழிப்பது இல்லாயின் நன்று
"வையத்துள் வாழ்வாங்கு வாழ்பவன் வானுறையுந்
தெய்வத்துள் வைக்கப் படும்",வையத்துள் வாழ்வாங்கு வாழ்பவன் வான் உறையும் தெய்வத்துள் வைக்கப் படும்
"மனைத்தக்க மாண்புடைய ளாகித்தற் கொண்டான்
வளத்தக்காள் வாழ்க்கைத் துணை",மனைத் தக்க மாண்பு உடையள் ஆகித் தன் கொண்டான் வளம் தக்காள் வாழ்க்கைத் துணை
"மனைமாட்சி யில்லாள்க ணில்லாயின் வாழ்க்கை
யெனைமாட்சித் தாயினு மில்",மனை மாட்சி இல்லாள் கண் இல் ஆயின் வாழ்க்கை எனை மாட்சித்து ஆயினும் இல்
"இல்லதெ னில்லவண் மாண்பானா லுள்ளதெ
னில்லவண் மாணாக் கடை",இல்லது என் இல்லவள் மாண்பு ஆனால் உள்ளது என் இல்லவள் மாணாக் கடை
"பெண்ணிற் பெருந்தக்க யாவுள கற்பென்னும்
திண்மையுண் டாகப் பெறின்",பெண்ணின் பெருந்தக்க யா உள கற்பு என்னும் திண்மை உண்டாகப் பெறின்
"தெய்வந் தொழாஅள் கொழுநற் றொழுதெழுவாள்
பெய்யெனப் பெய்யு மழை",தெய்வம் தொழாஅள் கொழுநன் தொழுது எழுவாள் பெய் எனப் பெய்யும் மழை
"தற்காத்துத் தற்கொண்டாற் பேணித் தகைசான்ற
சொற்காத்துச் சோர்விலாள் பெண்",தன் காத்து தன் கொண்டான் பேணித் தகை சான்ற சொல் காத்துச் சோர்வு இலாள் பெண்
"சிறைகாக்குங் காப்பெவன் செய்யு மகளிர்
நிறைகாக்குங் காப்பே தலை",சிறை காக்கும் காப்பு எவன் செய்யும் மகளிர் நிறை காக்கும் காப்புஏ தலை
"பெற்றாற் பெறிற்பெறுவர் பெண்டிர் பெருஞ்சிறப்புப்
புத்தேளிர் வாழு முலகு",பெற்றாற் பெறின் பெறுவர் பெண்டிர் பெரும் சிறப்பு புத்தேளிர் வாழும் உலகு
"புகழ்புரிந் தில்லிலோர்க் கில்லை யிகழ்வார்மு
னேறுபோற் பீடு நடை",புகழ் புரிந்த இல் இல்லோர்க்கு இல்லை இகழ்வார் முன் ஏறு போல் பீடு நடை
"மங்கல மென்ப மனைமாட்சி மற்றத
னன்கல னன்மக்கட் பேறு",மங்கலம் என்ப மனை மாட்சி மற்று அதன் நன் கலம் நன் மக்கள் பேறு
"பெறுமவற்றுள் யாமறிவ தில்லை யறிவறிந்த
மக்கட்பே றல்ல பிற",பெறும் அவற்றுள் யாம் அறிவது இல்லை அறிவு அறிந்த மக்கள் பேறு அல்ல பிற
"எழுபிறப்புந் தீயவை தீண்டா பழிபிறங்காப்
பண்புடை மக்கட் பெறின்",எழு பிறப்பும் தீயவை தீண்டா பழி பிறங்கா பண்பு உடை மக்கள் பெறின்
"தம்பொரு ளென்பதம் மக்க ளவர்பொரு
டந்தம் வினையான் வரும்",தம் பொருள் என்ப தம் மக்கள் அவர் பொருள் தம் தம் வினையான் வரும்
"அமிழ்தினு மாற்ற வினிதேதம் மக்கள்
சிறுகை யளாவிய கூழ்",அமிழ்தினும் ஆற்ற இனிதே தம் மக்கள் சிறு கை அளாவிய கூழ்
"மக்கண்மெய் தீண்ட லுடற்கின்ப மற்றவர்
சொற்கேட்ட லின்பஞ் செவிக்கு",மக்கள் மெய் தீண்டல் உடற்கு இன்பம் மற்று அவர் சொல் கேட்டல் இன்பம் செவிக்கு
"குழலினிதி யாழினி தென்பதம் மக்கள்
மழலைச்சொற் கேளா தவர்",குழல் இனிது யாழ் இனிது என்ப தம் மக்கள் மழலைச் சொல் கேளாதவர்
"தந்தை மகற்காற்று நன்றி யவையத்து
முந்தி யிருப்பச் செயல்",தந்தை மகற்கு ஆற்றும் நன்றி அவையத்து முந்தி இருப்பச் செயல்
"தம்மிற்றம் மக்க ளறிவுடைமை மாநிலத்து
மன்னுயிர்க் கெல்லா மினிது",தம்மின் தம் மக்கள் அறிவு உடைமை மா நிலத்து மன் உயிர்க்கு எல்லாம் இனிது
